ALCHEMY_SCORE,ALCHEMY_TEXT,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,SEQNO,IMAGEBOX,STATUS,STATUSINFO,TOTALTRANSACTIONS,URL,USAGE,VISUAL_IMAGE,_ID,_REV
,NO_TAGS,2016,03,31,15,42,26,04-00,32x54+76+216,,,,,,20160331154226-04-00.jpg,20160331154226-04-00,1-b0287bf5f4b1ec384bf3a5a3b8b29432
0.450166,person,2016,03,31,16,09,20,05-00,70x194+332+50,,,,,,20160331160920-05-00.jpg,20160331160920-05-00,1-282c76462f6b3e497628ed792a0bb612
0.970688,person,2016,03,31,16,10,36,06-00,116x478+366+0,,,,,,20160331161036-06-00.jpg,20160331161036-06-00,1-a37f76f2827552dc0a32dd0a91f2f38b
0.425557,person,2016,03,31,16,11,11,07-01,28x154+226+132,,,,,,20160331161111-07-01.jpg,20160331161111-07-01,1-77819719c9034af76474162748d5d7da
0.999089,person,2016,03,31,16,18,41,08-00,150x414+244+34,,,,,,20160331161841-08-00.jpg,20160331161841-08-00,1-2575f93c766e1c627131759a56374f67
0.880797,person,2016,03,31,16,33,40,09-01,638x464+-4+14,,,,,,20160331163340-09-01.jpg,20160331163340-09-01,1-851df2f817985ede143a3c00bbb12c2d
0.475021,person,2016,03,31,16,38,04,10-01,308x314+262+120,,,,,,20160331163804-10-01.jpg,20160331163804-10-01,1-a97e32767d381f488d2c83525cce81b1
0.997975,person,2016,03,31,16,45,08,11-00,150x390+234+78,,,,,,20160331164508-11-00.jpg,20160331164508-11-00,1-33359c2a476c37d990ef9e517bfd9f28
0.401312,person,2016,03,31,16,45,35,12-01,282x278+226+66,,,,,,20160331164535-12-01.jpg,20160331164535-12-01,1-adcdc02f7a5ce0c8cc181bb68d45e87b
,NO_TAGS,2016,03,31,16,45,57,13-01,68x284+190+78,,,,,,20160331164557-13-01.jpg,20160331164557-13-01,1-9985eadfa4497a1734890d6574cd2193
0.916827,person,2016,03,31,16,49,54,14-01,164x350+228+122,,,,,,20160331164954-14-01.jpg,20160331164954-14-01,1-71b0c44461bd92381fa59591c3a7caaa
0.689974,person,2016,03,31,16,50,10,15-00,332x298+160+64,,,,,,20160331165010-15-00.jpg,20160331165010-15-00,1-dcc19a0d85b55e34ab356bf11d0e8cf4
,NO_TAGS,2016,03,31,16,51,27,16-01,20x88+226+178,,,,,,20160331165127-16-01.jpg,20160331165127-16-01,1-018fa5d91632cc69918a7bf14a7737f9
,NO_TAGS,2016,03,31,16,59,53,17-00,16x104+406+302,,,,,,20160331165953-17-00.jpg,20160331165953-17-00,1-8d5ea3e0ddc87df7ba8269b65945e721
,NO_TAGS,2016,03,31,17,00,19,18-00,38x124+424+168,,,,,,20160331170019-18-00.jpg,20160331170019-18-00,1-9c21147a8b6c6326c124322d33eec28e
,NO_TAGS,2016,03,31,17,04,18,19-00,400x334+146+36,,,,,,20160331170418-19-00.jpg,20160331170418-19-00,1-dbd34135c73f1dee7a7fc90fe7057a9a
0.425557,person,2016,03,31,17,05,24,20-00,454x168+90+184,,,,,,20160331170524-20-00.jpg,20160331170524-20-00,1-d1f35de56b65ab85cb4b94de249a083a
0.331812,person,2016,03,31,17,06,16,21-01,472x416+74+0,,,,,,20160331170616-21-01.jpg,20160331170616-21-01,1-ef929594322a22ce96645afa645bc02a
,NO_TAGS,2016,03,31,17,07,48,22-01,26x154+66+102,,,,,,20160331170748-22-01.jpg,20160331170748-22-01,1-9f23c93ebf6bc7bf534205020e6b592e
0.967705,person,2016,03,31,17,23,15,23-01,520x398+98+0,,,,,,20160331172315-23-01.jpg,20160331172315-23-01,1-6116b9df26b53fd3320b6ecfe3187b1c
,NO_TAGS,2016,03,31,17,25,08,24-01,638x300+-16+94,,,,,,20160331172508-24-01.jpg,20160331172508-24-01,1-8991bdd1b5036c0a59120d3c6eec18c4
0.524979,person,2016,03,31,17,25,26,25-01,42x94+306+104,,,,,,20160331172526-25-01.jpg,20160331172526-25-01,1-a3cd5e15610a8fe7680e7db4fc38eeaf
0.998167,person,2016,03,31,17,27,01,26-01,310x350+170+72,,,,,,20160331172701-26-01.jpg,20160331172701-26-01,1-faaf049a7254d2e8c4f81fd009e09d1c
0.268941,person,2016,03,31,17,27,43,27-01,22x208+226+54,,,,,,20160331172743-27-01.jpg,20160331172743-27-01,1-9f66b0f10a7740d2b23afd5bd64b0fff
0.622459,person,2016,03,31,17,29,06,28-00,526x464+78+14,,,,,,20160331172906-28-00.jpg,20160331172906-28-00,1-f0c59156bde0594dd1a9e0ba7a7c4bea
0.28905,person,2016,03,31,17,32,03,29-00,574x478+34+0,,,,,,20160331173203-29-00.jpg,20160331173203-29-00,1-97fd88bed507ca0a77b3cadf1d241b9c
0.970688,person,2016,03,31,17,42,39,36-00,612x454+12+0,,,,,,20160331174239-36-00.jpg,20160331174239-36-00,1-c6825a7790c826429f39ed6153c42f6c
0.989013,person,2016,03,31,17,44,25,37-00,638x474+-14+4,,,,,,20160331174425-37-00.jpg,20160331174425-37-00,1-865cd254e8deb9b86dc33e8a1dae1879
0.985226,person,2016,03,31,17,45,43,38-01,346x446+148+32,,,,,,20160331174543-38-01.jpg,20160331174543-38-01,1-65f5161cc4662e1eb465c2c02bfb8a8d
0.964429,person,2016,03,31,17,48,25,39-00,72x404+354+34,,,,,,20160331174825-39-00.jpg,20160331174825-39-00,1-207fc5f7cfd92a5e544dc2a61ba00904
0.999089,person,2016,03,31,17,49,20,40-00,138x394+244+74,,,,,,20160331174920-40-00.jpg,20160331174920-40-00,1-da8978dce8855a97f5169398433503b0
,NO_TAGS,2016,03,31,17,51,48,41-01,90x60+310+156,,,,,,20160331175148-41-01.jpg,20160331175148-41-01,1-3f68ed37b0f9c9cfb48f4789965e8ad7
0.98016,person,2016,03,31,17,53,33,42-01,180x334+276+66,,,,,,20160331175333-42-01.jpg,20160331175333-42-01,1-3a331d429feec5b3d0997ad595b345f1
0.802184,person,2016,03,31,17,54,29,43-00,52x104+432+346,,,,,,20160331175429-43-00.jpg,20160331175429-43-00,1-d4150415ba7d363ac5ad2a46e088120d
,NO_TAGS,2016,03,31,17,55,09,44-01,632x430+-24+48,,,,,,20160331175509-44-01.jpg,20160331175509-44-01,1-4f5f90891de3a68f240bbe0fadab53d3
0.900249,person,2016,03,31,17,56,26,45-01,46x428+398+10,,,,,,20160331175626-45-01.jpg,20160331175626-45-01,1-d0e8edd57502657c1d23c0ae856b522e
0.5,person,2016,03,31,17,56,55,46-01,44x54+378+78,,,,,,20160331175655-46-01.jpg,20160331175655-46-01,1-09773f3dcf4433b89a15c03eeb98dd96
0.937027,person,2016,03,31,17,57,06,47-00,64x456+370+0,,,,,,20160331175706-47-00.jpg,20160331175706-47-00,1-e3c7f6f02a0e81ef6740ed5163c261df
0.832018,person,2016,03,31,17,59,22,48-01,586x384+30+48,,,,,,20160331175922-48-01.jpg,20160331175922-48-01,1-833a752b7e97682a82494c86e833b63b
0.997975,person,2016,03,31,18,03,29,49-01,608x424+12+24,,,,,,20160331180329-49-01.jpg,20160331180329-49-01,1-9b0084f135e386be05eecfd2913b842e
0.992608,person,2016,03,31,18,08,48,50-01,212x388+212+62,,,,,,20160331180848-50-01.jpg,20160331180848-50-01,1-e7b13c6652812622a6f49e4f05d46e29
0.710949,person,2016,03,31,18,09,37,51-01,88x114+360+162,,,,,,20160331180937-51-01.jpg,20160331180937-51-01,1-8b64bb2fb4327ab46071827d20156ab0
0.987872,person,2016,03,31,18,10,01,52-01,24x170+402+244,,,,,,20160331181001-52-01.jpg,20160331181001-52-01,1-6985edcd4b6f0a31779388a006044489
0.973403,person,2016,03,31,18,10,26,53-01,54x44+318+176,,,,,,20160331181026-53-01.jpg,20160331181026-53-01,1-dc9b3cfd47774bdf0120c140dccf9a6e
,NO_TAGS,2016,03,31,18,12,15,54-01,398x144+96+180,,,,,,20160331181215-54-01.jpg,20160331181215-54-01,1-f6112c8d3976787ea3138d8c85b225af
,NO_TAGS,2016,03,31,18,13,52,55-00,548x344+28+40,,,,,,20160331181352-55-00.jpg,20160331181352-55-00,1-ed417cc9072be7a41051e374f3b31096
0.999325,person,2016,03,31,18,16,52,56-00,176x434+250+22,,,,,,20160331181652-56-00.jpg,20160331181652-56-00,1-2555399f358d6f95e145a2ab6bbb885e
,NO_TAGS,2016,03,31,18,19,17,57-00,542x478+42+0,,,,,,20160331181917-57-00.jpg,20160331181917-57-00,1-2821b2e20e9b7a5546345f716cb1b949
,NO_TAGS,2016,03,31,18,20,53,58-00,474x478+100+0,,,,,,20160331182053-58-00.jpg,20160331182053-58-00,1-a3ef44feb850d8929b4b9e7b081f8cd9
0.785835,person,2016,03,31,18,34,40,59-01,250x478+222+0,,,,,,20160331183440-59-01.jpg,20160331183440-59-01,1-609154ab396a88db8de3508c3423a148
0.890903,person,2016,03,31,18,38,17,60-00,422x434+96+18,,,,,,20160331183817-60-00.jpg,20160331183817-60-00,1-8da52a305ad46c7a4581f7e59793ac77
,NO_TAGS,2016,03,31,18,42,45,61-01,576x320+64+102,,,,,,20160331184245-61-01.jpg,20160331184245-61-01,1-d4734279931453551d8b055ca5eb7278
,NO_TAGS,2016,03,31,18,44,04,62-00,386x270+116+162,,,,,,20160331184404-62-00.jpg,20160331184404-62-00,1-c2c1e1661537ccdd075e07d2ec7b92ef
0.574443,person,2016,03,31,18,44,55,63-00,196x270+452+78,,,,,,20160331184455-63-00.jpg,20160331184455-63-00,1-4a38d6f394b24a7eda292dd4caa8133d
0.331812,kitchen,2016,03,31,18,46,00,64-00,58x74+583+118,,,,,,20160331184600-64-00.jpg,20160331184600-64-00,1-0bc2df5c55b9f54d37dbfa3ce44903cd
,NO_TAGS,2016,03,31,18,46,38,65-01,22x180+610+250,,,,,,20160331184638-65-01.jpg,20160331184638-65-01,1-8ea1a5337a0d04eba82661aeb0276b9a
0.916827,person,2016,03,31,18,47,18,66-01,310x298+310+108,,,,,,20160331184718-66-01.jpg,20160331184718-66-01,1-90372706e2aeb1b5327279961f029a64
0.9995,person,2016,03,31,18,52,04,67-01,132x348+264+118,,,,,,20160331185204-67-01.jpg,20160331185204-67-01,1-3ffec70fdaab7fbef02f78e7c026351d
0.880797,person,2016,03,31,18,53,35,68-01,240x254+409+92,,,,,,20160331185335-68-01.jpg,20160331185335-68-01,1-4de0135eaf77f9cc611b5ab1bb406fef
0.890903,person,2016,03,31,18,54,15,69-01,208x364+445+32,,,,,,20160331185415-69-01.jpg,20160331185415-69-01,1-8f298fd6c908a3acd58194975283cee9
,NO_TAGS,2016,03,31,18,54,40,70-01,42x64+596+286,,,,,,20160331185440-70-01.jpg,20160331185440-70-01,1-ad90834e83978ccebca0bda8b4fb2f92
0.869892,person,2016,03,31,18,56,17,71-01,152x328+406+44,,,,,,20160331185617-71-01.jpg,20160331185617-71-01,1-8109d4d4288ff4d984dfb1b8ee79590b
0.942676,person,2016,03,31,18,57,14,72-01,272x324+386+42,,,,,,20160331185714-72-01.jpg,20160331185714-72-01,1-18fcdd6d70117da6cb54297a0e2eb121
,NO_TAGS,2016,03,31,18,57,49,73-00,62x64+572+266,,,,,,20160331185749-73-00.jpg,20160331185749-73-00,1-6accc65b3d0c0fbb552d1afcae4987b0
0.268941,person,2016,03,31,18,58,34,74-01,638x194+-19+94,,,,,,20160331185834-74-01.jpg,20160331185834-74-01,1-57c727d43738a5c468a14274d185f683
,NO_TAGS,2016,03,31,18,59,59,75-01,638x446+54+32,,,,,,20160331185959-75-01.jpg,20160331185959-75-01,1-1a53b0be53d828613903a37507b10e30
,NO_TAGS,2016,03,31,19,01,35,76-00,490x338+74+140,,,,,,20160331190135-76-00.jpg,20160331190135-76-00,1-c99ab95e977487b7e79f8c054274e94a
,NO_TAGS,2016,03,31,19,04,45,77-01,622x240+64+154,,,,,,20160331190445-77-01.jpg,20160331190445-77-01,1-a4d084c256b6193c32a5414dc028794f
,NO_TAGS,2016,03,31,19,05,43,78-00,638x420+-3+48,,,,,,20160331190543-78-00.jpg,20160331190543-78-00,1-d1bbb2395dae29229f24044ebe796c67
,NO_TAGS,2016,03,31,19,07,56,79-01,54x60+540+206,,,,,,20160331190756-79-01.jpg,20160331190756-79-01,1-2100364d77e56a1c9678337eaf0ea053
,NO_TAGS,2016,03,31,19,08,54,80-01,638x470+23+8,,,,,,20160331190854-80-01.jpg,20160331190854-80-01,1-e42b6ab6dfb69ea1500734f7874d05c8
,NO_TAGS,2016,03,31,19,09,23,81-00,128x88+140+390,,,,,,20160331190923-81-00.jpg,20160331190923-81-00,1-55cfdd1f45285e1357303049448bf7bc
0.331812,person,2016,03,31,19,10,39,82-00,540x458+42+20,,,,,,20160331191039-82-00.jpg,20160331191039-82-00,1-17823257a044ce5f06de9c2d804e602d
,NO_TAGS,2016,03,31,19,11,35,83-00,252x294+409+60,,,,,,20160331191135-83-00.jpg,20160331191135-83-00,1-c1aa0e68ee5e69b898ee280aad139140
,NO_TAGS,2016,03,31,19,12,33,84-00,260x338+391+50,,,,,,20160331191233-84-00.jpg,20160331191233-84-00,1-53ee73b78715059084721c98d38c1b12
,NO_TAGS,2016,03,31,19,13,22,85-00,30x74+598+102,,,,,,20160331191322-85-00.jpg,20160331191322-85-00,1-0a03fda8b8838435ffde33e4177af287
0.310026,person,2016,03,31,19,13,54,86-01,42x144+446+90,,,,,,20160331191354-86-01.jpg,20160331191354-86-01,1-2bd7d4aade68c219413cb6ec1c477c61
,NO_TAGS,2016,03,31,19,15,02,87-01,36x104+412+160,,,,,,20160331191502-87-01.jpg,20160331191502-87-01,1-649dd675cbabfa2dbadc53e50ec5ad48
0.998993,person,2016,03,31,19,15,38,88-00,184x430+242+48,,,,,,20160331191538-88-00.jpg,20160331191538-88-00,1-0e3cf65ae0d34af08cb91a7e5bd57a25
,NO_TAGS,2016,03,31,19,17,13,89-00,374x434+140+10,,,,,,20160331191713-89-00.jpg,20160331191713-89-00,1-328cb390fb43c5dad2f0df56b9ae9dc1
,NO_TAGS,2016,03,31,19,20,03,90-01,564x478+34+0,,,,,,20160331192003-90-01.jpg,20160331192003-90-01,1-3652e165e5eff6846dabd446bc27cc9a
0.924142,person,2016,03,31,19,23,45,91-01,582x448+24+18,,,,,,20160331192345-91-01.jpg,20160331192345-91-01,1-3d8b741c60739811186f823e75a1bba1
,NO_TAGS,2016,03,31,19,26,17,92-00,32x104+174+96,,,,,,20160331192617-92-00.jpg,20160331192617-92-00,1-9e605cfdb6ab657361be00da92b4cf85
,NO_TAGS,2016,03,31,19,27,03,93-01,34x54+178+128,,,,,,20160331192703-93-01.jpg,20160331192703-93-01,1-5c1aa69e2bc288ce9e403adb3d1d73aa
0.401312,person,2016,03,31,19,27,54,94-00,638x284+-4+84,,,,,,20160331192754-94-00.jpg,20160331192754-94-00,1-d3c1636ddb20028aa7e2f0b9b3f4ef93
0.995033,person,2016,03,31,19,35,32,95-01,138x368+244+110,,,,,,20160331193532-95-01.jpg,20160331193532-95-01,1-9d6188a43d9775b398db16b6dbe19fd7
0.268941,person,2016,03,31,19,37,45,96-00,36x94+364+116,,,,,,20160331193745-96-00.jpg,20160331193745-96-00,1-af1d9f45186658b2ccc4dfad24d0099b
,NO_TAGS,2016,03,31,19,40,26,97-01,128x478+398+0,,,,,,20160331194026-97-01.jpg,20160331194026-97-01,1-1880a2d897465c664e3ed144b7adba51
0.310026,person,2016,03,31,19,46,51,98-01,48x78+408+324,,,,,,20160331194651-98-01.jpg,20160331194651-98-01,1-4545628dd74bbfdc19985cabe61b1526
,NO_TAGS,2016,03,31,19,48,37,99-01,56x44+360+186,,,,,,20160331194837-99-01.jpg,20160331194837-99-01,1-fff74138b13dfd85c0c50d3df0115338
0.401312,person,2016,03,31,19,51,09,100-01,574x478+34+0,,,,,,20160331195109-100-01.jpg,20160331195109-100-01,1-746a4bb18f104725d9b2837c377aa1aa
0.908877,person,2016,03,31,19,57,55,101-00,316x384+132+60,,,,,,20160331195755-101-00.jpg,20160331195755-101-00,1-a2b6954aac060bf56a06d281f10548ac
0.475021,person,2016,03,31,19,59,42,102-01,80x44+422+120,,,,,,20160331195942-102-01.jpg,20160331195942-102-01,1-918b29e731df0d6c5c73e8b6420a5a0f
0.354344,person,2016,03,31,20,03,15,103-01,492x478+78+0,,,,,,20160331200315-103-01.jpg,20160331200315-103-01,1-e4ac889abc24f97a44adfae541000fb5
0.622459,person,2016,03,31,20,09,22,104-00,394x430+124+24,,,,,,20160331200922-104-00.jpg,20160331200922-104-00,1-aff3e8de8ed4d7284130c2efb1787500
0.268941,person,2016,03,31,20,10,11,105-00,46x110+420+78,,,,,,20160331201011-105-00.jpg,20160331201011-105-00,1-b80a757cd5b18d3045718eb07a774389
0.28905,person,2016,03,31,20,10,48,106-01,36x108+424+74,,,,,,20160331201048-106-01.jpg,20160331201048-106-01,1-29a93f3619aee42c93c06cdb53a404c9
0.28905,person,2016,03,31,20,11,02,107-00,94x160+374+74,,,,,,20160331201102-107-00.jpg,20160331201102-107-00,1-382f7f9b92677aca71d3ee3e40250fc8
0.268941,person,2016,03,31,20,12,05,108-01,78x384+388+24,,,,,,20160331201205-108-01.jpg,20160331201205-108-01,1-87b183962c224b937af984fefdc9e863
0.310026,person,2016,03,31,20,12,22,109-01,78x78+396+186,,,,,,20160331201222-109-01.jpg,20160331201222-109-01,1-8aac208736eb2b923d1e77253049af2f
0.5,hotel,2016,03,31,20,12,40,110-00,34x98+410+86,,,,,,20160331201240-110-00.jpg,20160331201240-110-00,1-40f28fe3a5725f53f7b7bac676979df4
0.354344,person,2016,03,31,20,12,57,111-00,110x78+394+104,,,,,,20160331201257-111-00.jpg,20160331201257-111-00,1-40cfb70bef46e1329ff36555ce6ef83b
0.450166,person,2016,03,31,20,14,52,112-01,510x478+64+0,,,,,,20160331201452-112-01.jpg,20160331201452-112-01,1-ed4cfc692a6fe5504a698552e3a7cd8d
,NO_TAGS,2016,03,31,20,16,08,113-01,176x168+164+310,,,,,,20160331201608-113-01.jpg,20160331201608-113-01,1-1e104ed2dfebf275940930e9272c1fe6
,NO_TAGS,2016,03,31,20,16,57,114-00,30x104+400+320,,,,,,20160331201657-114-00.jpg,20160331201657-114-00,1-25d7659e5300fead0ef3619524b752b7
,NO_TAGS,2016,03,31,20,17,13,115-01,122x128+182+348,,,,,,20160331201713-115-01.jpg,20160331201713-115-01,1-fac7871b14649e868223d8ad3c6cb779
,NO_TAGS,2016,03,31,20,17,32,116-00,56x98+394+326,,,,,,20160331201732-116-00.jpg,20160331201732-116-00,1-b7d1d5aa3da8204bb41ede574461ce46
,NO_TAGS,2016,03,31,20,17,46,117-00,86x134+180+330,,,,,,20160331201746-117-00.jpg,20160331201746-117-00,1-9530ef02e5c5c71921353016a01d0a5a
,NO_TAGS,2016,03,31,20,17,56,118-01,70x84+152+358,,,,,,20160331201756-118-01.jpg,20160331201756-118-01,1-be44e7dd1204e4f1ccc0c2eb9a0708b0
,NO_TAGS,2016,03,31,20,18,30,119-01,232x404+188+74,,,,,,20160331201830-119-01.jpg,20160331201830-119-01,1-8ca7a42f80ad83a4a32dbe6da40af766
0.331812,person,2016,03,31,20,19,18,120-01,216x478+168+0,,,,,,20160331201918-120-01.jpg,20160331201918-120-01,1-5aed54d636b9b77ff40f4ce70ba7fd51
,NO_TAGS,2016,03,31,20,22,03,121-00,46x84+222+342,,,,,,20160331202203-121-00.jpg,20160331202203-121-00,1-c10acf8dc8c0c79a4716d88d928391ff
,NO_TAGS,2016,03,31,20,22,22,122-01,48x80+394+324,,,,,,20160331202222-122-01.jpg,20160331202222-122-01,1-b3bd8d2cf5af67f50bf241830ce389f4
,NO_TAGS,2016,03,31,20,23,11,123-01,38x64+136+350,,,,,,20160331202311-123-01.jpg,20160331202311-123-01,1-782176c9a382b8e5543b98e4572ff9ac
,NO_TAGS,2016,03,31,20,23,56,124-00,46x74+184+378,,,,,,20160331202356-124-00.jpg,20160331202356-124-00,1-80ca0643b069f6317a356d7e782eb6ec
,NO_TAGS,2016,03,31,20,25,16,125-00,222x324+144+152,,,,,,20160331202516-125-00.jpg,20160331202516-125-00,1-b294592d49082cc5919ee3addcf9d75c
,NO_TAGS,2016,03,31,20,27,33,126-01,430x448+80+0,,,,,,20160331202733-126-01.jpg,20160331202733-126-01,1-82b8207d1900ee3a25e489e2bffcab15
,NO_TAGS,2016,03,31,20,31,03,127-00,78x88+166+342,,,,,,20160331203103-127-00.jpg,20160331203103-127-00,1-b23f5babacf976f37f0ad9708b1ee9f7
,NO_TAGS,2016,03,31,20,39,41,128-01,122x112+266+366,,,,,,20160331203941-128-01.jpg,20160331203941-128-01,1-6fdff4746f6ccc8920fd30664fe332ff
,NO_TAGS,2016,03,31,20,39,53,129-01,56x74+190+352,,,,,,20160331203953-129-01.jpg,20160331203953-129-01,1-91a939827f1d5f0ee400d3468a3aeb5a
,NO_TAGS,2016,03,31,20,40,12,130-00,38x120+396+314,,,,,,20160331204012-130-00.jpg,20160331204012-130-00,1-65909032c7dd18c3abada8912d38efe8
,NO_TAGS,2016,03,31,20,40,30,131-01,236x104+156+374,,,,,,20160331204030-131-01.jpg,20160331204030-131-01,1-386939aa0a0626e0df9f5a0374c5ffda
,NO_TAGS,2016,03,31,20,41,02,132-00,56x60+196+340,,,,,,20160331204102-132-00.jpg,20160331204102-132-00,1-54cd6e2a7c15f06516a5b39f9b4923ab
,NO_TAGS,2016,03,31,20,45,04,133-00,52x54+194+342,,,,,,20160331204504-133-00.jpg,20160331204504-133-00,1-38fd9685c627f5500ef9aafe8f868bcf
,NO_TAGS,2016,03,31,20,45,21,134-00,48x108+186+344,,,,,,20160331204521-134-00.jpg,20160331204521-134-00,1-b655fd9c444f94a86e635813211a8a58
,NO_TAGS,2016,03,31,20,51,54,135-00,32x80+218+328,,,,,,20160331205154-135-00.jpg,20160331205154-135-00,1-a1b21b6ac4f64067568ad0f6dbfd3e2e
,NO_TAGS,2016,03,31,20,52,34,136-00,56x114+396+312,,,,,,20160331205234-136-00.jpg,20160331205234-136-00,1-4bb01e862608b7f8243ff375153ee809
,NO_TAGS,2016,03,31,20,52,46,137-01,148x114+168+364,,,,,,20160331205246-137-01.jpg,20160331205246-137-01,1-e2b7158abf05c353bf955991be7ac060
,NO_TAGS,2016,03,31,20,53,07,138-01,30x110+398+320,,,,,,20160331205307-138-01.jpg,20160331205307-138-01,1-30a0b470a51e4f6a81e353352c0013f4
,NO_TAGS,2016,03,31,20,53,38,139-00,72x44+170+360,,,,,,20160331205338-139-00.jpg,20160331205338-139-00,1-3ca6ddf6990209b8e6d1444b5e51eb4c
,NO_TAGS,2016,03,31,20,57,21,140-00,58x44+136+404,,,,,,20160331205721-140-00.jpg,20160331205721-140-00,1-a87b43dd5d403a29b4a44fd67d464ace
,NO_TAGS,2016,03,31,20,57,37,141-01,42x80+210+384,,,,,,20160331205737-141-01.jpg,20160331205737-141-01,1-2f709dd5cad61b06eee67375555929ab
,NO_TAGS,2016,03,31,20,59,54,142-00,470x108+82+330,,,,,,20160331205954-142-00.jpg,20160331205954-142-00,1-21be55f3d90283ccb7d397f6fa87c093
,NO_TAGS,2016,03,31,21,00,45,143-01,158x104+156+372,,,,,,20160331210045-143-01.jpg,20160331210045-143-01,1-8b2e684a90d914f88a93f316ad6eb80d
,NO_TAGS,2016,03,31,21,01,07,144-01,34x50+396+336,,,,,,20160331210107-144-01.jpg,20160331210107-144-01,1-32a1ebb4171fbdbef818f4b5748d7064
0.710949,person,2016,03,31,21,26,38,145-00,436x384+170+60,,,,,,20160331212638-145-00.jpg,20160331212638-145-00,1-37f97222bb54162d64758820613d3590
,NO_TAGS,2016,03,31,21,27,50,146-00,160x204+242+250,,,,,,20160331212750-146-00.jpg,20160331212750-146-00,1-95ea38cb97f0db531f7ed7cc85e3614e
0.310026,person,2016,03,31,21,30,20,147-00,432x478+102+0,,,,,,20160331213020-147-00.jpg,20160331213020-147-00,1-38089bda63d1108bc851c5c9d006d6aa
,NO_TAGS,2016,03,31,21,31,50,148-00,34x68+390+316,,,,,,20160331213150-148-00.jpg,20160331213150-148-00,1-6586dc886f1d7a64372c9d0442932541
0.268941,abandoned,2016,03,31,21,32,02,149-01,100x124+392+354,,,,,,20160331213202-149-01.jpg,20160331213202-149-01,1-333622ed0179fc2952235869a9e3107c
,NO_TAGS,2016,03,31,21,32,39,150-01,32x68+392+320,,,,,,20160331213239-150-01.jpg,20160331213239-150-01,1-30c34c9c1181bdc92a3e5714b37f0ed1
,NO_TAGS,2016,03,31,21,33,09,151-01,270x170+312+138,,,,,,20160331213309-151-01.jpg,20160331213309-151-01,1-c981e7b8b53e2320df0a16736137bbd9
,NO_TAGS,2016,03,31,21,41,49,152-01,638x478+-8+0,,,,,,20160331214149-152-01.jpg,20160331214149-152-01,1-ce06741e9ca0a7c9d7d512f7e56f664b
,NO_TAGS,2016,03,31,21,44,14,153-00,98x254+188+112,,,,,,20160331214414-153-00.jpg,20160331214414-153-00,1-f8ef8f93af484a38f1e224b64f759843
0.28905,person,2016,03,31,21,44,35,154-00,550x364+32+16,,,,,,20160331214435-154-00.jpg,20160331214435-154-00,1-fb452fd7c33cf2b5f8a420708207a916
,NO_TAGS,2016,03,31,22,00,28,155-00,352x428+190+4,,,,,,20160331220028-155-00.jpg,20160331220028-155-00,1-919a46aa3d00c87f05215c839cda1579
,NO_TAGS,2016,04,01,00,02,12,156-01,28x130+388+318,,,,,,20160401000212-156-01.jpg,20160401000212-156-01,1-e9af3f17f8df5502e557704e53dc920c
,NO_TAGS,2016,04,01,00,02,31,157-00,104x106+392+372,,,,,,20160401000231-157-00.jpg,20160401000231-157-00,1-5b7c913ce9775b63359da2e0aea665de
,NO_TAGS,2016,04,01,00,03,01,158-00,28x128+390+308,,,,,,20160401000301-158-00.jpg,20160401000301-158-00,1-d7c8e926fca241ae0403f3bd56231d95
,NO_TAGS,2016,04,01,00,03,43,159-01,88x154+390+320,,,,,,20160401000343-159-01.jpg,20160401000343-159-01,1-37558c48ce0434e3b5e2a404dfae538e
,NO_TAGS,2016,04,01,02,23,20,160-01,638x284+12+78,,,,,,20160401022320-160-01.jpg,20160401022320-160-01,1-6d7d7dd4e9d7d043aab20eff0b9ca7ac
,NO_TAGS,2016,04,01,02,35,11,161-01,638x204+38+106,,,,,,20160401023511-161-01.jpg,20160401023511-161-01,1-597d25ad30f0532f45fd1ea44c781735
,NO_TAGS,2016,04,01,02,41,57,162-01,48x146+390+332,,,,,,20160401024157-162-01.jpg,20160401024157-162-01,1-b4d1a200fc59aa25b64404194c50a8f6
,NO_TAGS,2016,04,01,02,43,51,163-01,22x124+446+316,,,,,,20160401024351-163-01.jpg,20160401024351-163-01,1-2d0d8b68c50fbe471bd3bbe2d3f640fe
,NO_TAGS,2016,04,01,06,11,15,164-01,496x478+76+0,,,,,,20160401061115-164-01.jpg,20160401061115-164-01,1-0c6df247c953184d9b1cc0d0c2eb812c
,NO_TAGS,2016,04,01,06,15,15,165-01,352x350+184+34,,,,,,20160401061515-165-01.jpg,20160401061515-165-01,1-870c9c60b14a36d33b2665df57ff481b
,NO_TAGS,2016,04,01,06,44,26,166-01,472x264+94+94,,,,,,20160401064426-166-01.jpg,20160401064426-166-01,1-16126216eb4c7db66633fe2fd800845d
,NO_TAGS,2016,04,01,06,46,01,167-00,510x318+90+30,,,,,,20160401064601-167-00.jpg,20160401064601-167-00,1-6b35aa71999b41e2e3f82d9f43e6fbdc
0.268941,kitchen,2016,04,01,06,58,38,168-00,48x50+318+148,,,,,,20160401065838-168-00.jpg,20160401065838-168-00,1-c972a4d34f16e7cc0c5b6225f16241cc
,NO_TAGS,2016,04,01,07,00,04,169-00,274x354+204+70,,,,,,20160401070004-169-00.jpg,20160401070004-169-00,1-2e75356d7562545ac220f8b809fa5b45
